n_reinas,epochs,best_cost,schedule
21,347735,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 560000, 'updates': 100}"
21,396899,0,"{'tmax': 38.0, 'tmin': 0.13, 'steps': 550000, 'updates': 100}"
21,405037,0,"{'tmax': 57.0, 'tmin': 0.087, 'steps': 560000, 'updates': 100}"
21,395598,0,"{'tmax': 57.0, 'tmin': 0.087, 'steps': 560000, 'updates': 100}"
21,362825,0,"{'tmax': 36.0, 'tmin': 0.087, 'steps': 560000, 'updates': 100}"
21,429099,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 560000, 'updates': 100}"
21,358718,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 550000, 'updates': 100}"
21,399956,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 550000, 'updates': 100}"
21,381736,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 550000, 'updates': 100}"
21,400467,0,"{'tmax': 57.0, 'tmin': 0.087, 'steps': 550000, 'updates': 100}"
21,325105,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 550000, 'updates': 100}"
21,402521,0,"{'tmax': 57.0, 'tmin': 0.087, 'steps': 550000, 'updates': 100}"
21,395935,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 550000, 'updates': 100}"
21,442403,0,"{'tmax': 57.0, 'tmin': 0.2, 'steps': 560000, 'updates': 100}"
21,418192,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 560000, 'updates': 100}"
21,368488,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 560000, 'updates': 100}"
21,283110,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 560000, 'updates': 100}"
21,405134,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 550000, 'updates': 100}"
21,339982,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 550000, 'updates': 100}"
22,418037,0,"{'tmax': 60.0, 'tmin': 0.2, 'steps': 510000, 'updates': 100}"
22,361371,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,399252,0,"{'tmax': 60.0, 'tmin': 0.2, 'steps': 510000, 'updates': 100}"
22,400792,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 520000, 'updates': 100}"
22,361632,0,"{'tmax': 57.0, 'tmin': 0.087, 'steps': 510000, 'updates': 100}"
22,391510,0,"{'tmax': 38.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,371086,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,379667,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,383574,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,375607,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,394156,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,357932,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,384628,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,374686,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,377267,0,"{'tmax': 60.0, 'tmin': 0.2, 'steps': 520000, 'updates': 100}"
22,315827,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 520000, 'updates': 100}"
22,365274,0,"{'tmax': 40, 'tmin': 0.087, 'steps': 520000, 'updates': 100}"
22,353677,0,"{'tmax': 57.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
22,372404,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 520000, 'updates': 100}"
22,396784,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 510000, 'updates': 100}"
23,352963,0,"{'tmax': 63.0, 'tmin': 0.1, 'steps': 480000, 'updates': 100}"
23,352931,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 480000, 'updates': 100}"
23,385298,0,"{'tmax': 60.0, 'tmin': 0.2, 'steps': 480000, 'updates': 100}"
23,364462,0,"{'tmax': 63.0, 'tmin': 0.1, 'steps': 470000, 'updates': 100}"
23,361410,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 480000, 'updates': 100}"
23,386031,0,"{'tmax': 63.0, 'tmin': 0.15, 'steps': 480000, 'updates': 100}"
23,354462,0,"{'tmax': 63.0, 'tmin': 0.1, 'steps': 480000, 'updates': 100}"
23,336043,0,"{'tmax': 60.0, 'tmin': 0.087, 'steps': 470000, 'updates': 100}"
23,362969,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 480000, 'updates': 100}"
23,341741,0,"{'tmax': 60.0, 'tmin': 0.087, 'steps': 470000, 'updates': 100}"
23,334579,0,"{'tmax': 63.0, 'tmin': 0.1, 'steps': 470000, 'updates': 100}"
23,345068,0,"{'tmax': 42, 'tmin': 0.15, 'steps': 470000, 'updates': 100}"
23,320581,0,"{'tmax': 63.0, 'tmin': 0.1, 'steps': 470000, 'updates': 100}"
23,346868,0,"{'tmax': 60.0, 'tmin': 0.087, 'steps': 470000, 'updates': 100}"
23,348693,0,"{'tmax': 63.0, 'tmin': 0.15, 'steps': 470000, 'updates': 100}"
23,320114,0,"{'tmax': 42.0, 'tmin': 0.1, 'steps': 470000, 'updates': 100}"
23,348323,0,"{'tmax': 40.0, 'tmin': 0.13, 'steps': 470000, 'updates': 100}"
23,341099,0,"{'tmax': 40, 'tmin': 0.13, 'steps': 470000, 'updates': 100}"
23,363125,0,"{'tmax': 60.0, 'tmin': 0.13, 'steps': 470000, 'updates': 100}"
23,349509,0,"{'tmax': 60.0, 'tmin': 0.087, 'steps': 470000, 'updates': 100}"
24,352539,0,"{'tmax': 42.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,274829,0,"{'tmax': 42.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,359787,0,"{'tmax': 66.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,295983,0,"{'tmax': 42, 'tmin': 0.067, 'steps': 430000, 'updates': 100}"
24,275966,0,"{'tmax': 66.0, 'tmin': 0.067, 'steps': 440000, 'updates': 100}"
24,336863,0,"{'tmax': 42.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,293695,0,"{'tmax': 63.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,321948,0,"{'tmax': 63.0, 'tmin': 0.1, 'steps': 440000, 'updates': 100}"
24,325549,0,"{'tmax': 42, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,358737,0,"{'tmax': 63.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,307779,0,"{'tmax': 66.0, 'tmin': 0.15, 'steps': 430000, 'updates': 100}"
24,356555,0,"{'tmax': 44.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,381919,0,"{'tmax': 42.0, 'tmin': 0.22, 'steps': 440000, 'updates': 100}"
24,326593,0,"{'tmax': 63.0, 'tmin': 0.1, 'steps': 440000, 'updates': 100}"
24,311353,0,"{'tmax': 66.0, 'tmin': 0.1, 'steps': 440000, 'updates': 100}"
24,325321,0,"{'tmax': 63.0, 'tmin': 0.1, 'steps': 440000, 'updates': 100}"
24,329790,0,"{'tmax': 42.0, 'tmin': 0.1, 'steps': 440000, 'updates': 100}"
24,343590,0,"{'tmax': 63.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,358192,0,"{'tmax': 63.0, 'tmin': 0.15, 'steps': 440000, 'updates': 100}"
24,312029,0,"{'tmax': 44, 'tmin': 0.1, 'steps': 440000, 'updates': 100}"
25,317683,0,"{'tmax': 66.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,295006,0,"{'tmax': 46.0, 'tmin': 0.1, 'steps': 410000, 'updates': 100}"
25,282587,0,"{'tmax': 66.0, 'tmin': 0.1, 'steps': 410000, 'updates': 100}"
25,293206,0,"{'tmax': 69.0, 'tmin': 0.1, 'steps': 410000, 'updates': 100}"
25,303441,0,"{'tmax': 44.0, 'tmin': 0.1, 'steps': 410000, 'updates': 100}"
25,289811,0,"{'tmax': 66.0, 'tmin': 0.067, 'steps': 410000, 'updates': 100}"
25,329543,0,"{'tmax': 69.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,315814,0,"{'tmax': 46.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,300115,0,"{'tmax': 46.0, 'tmin': 0.1, 'steps': 410000, 'updates': 100}"
25,325905,0,"{'tmax': 69.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,292150,0,"{'tmax': 46.0, 'tmin': 0.1, 'steps': 400000, 'updates': 100}"
25,327311,0,"{'tmax': 69.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,341210,0,"{'tmax': 69.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,343409,0,"{'tmax': 44.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,315176,0,"{'tmax': 44.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,328557,0,"{'tmax': 44.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,323579,0,"{'tmax': 72.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,314701,0,"{'tmax': 66.0, 'tmin': 0.1, 'steps': 410000, 'updates': 100}"
25,339027,0,"{'tmax': 66.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
25,328139,0,"{'tmax': 46.0, 'tmin': 0.15, 'steps': 410000, 'updates': 100}"
26,309225,0,"{'tmax': 46.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,306552,0,"{'tmax': 72.0, 'tmin': 0.1, 'steps': 380000, 'updates': 100}"
26,265440,0,"{'tmax': 32.0, 'tmin': 0.1, 'steps': 380000, 'updates': 100}"
26,273053,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 380000, 'updates': 100}"
26,316082,0,"{'tmax': 72.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,284255,0,"{'tmax': 31.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,303612,0,"{'tmax': 69.0, 'tmin': 0.1, 'steps': 380000, 'updates': 100}"
26,298728,0,"{'tmax': 48.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,282781,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 390000, 'updates': 100}"
26,278110,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 380000, 'updates': 100}"
26,276380,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 380000, 'updates': 100}"
26,312144,0,"{'tmax': 46.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,294685,0,"{'tmax': 72.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,311741,0,"{'tmax': 48.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,260584,0,"{'tmax': 72.0, 'tmin': 0.067, 'steps': 380000, 'updates': 100}"
26,300111,0,"{'tmax': 46.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,290990,0,"{'tmax': 46.0, 'tmin': 0.1, 'steps': 380000, 'updates': 100}"
26,308922,0,"{'tmax': 48.0, 'tmin': 0.15, 'steps': 380000, 'updates': 100}"
26,292859,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 390000, 'updates': 100}"
26,275516,0,"{'tmax': 69.0, 'tmin': 0.1, 'steps': 380000, 'updates': 100}"
27,276463,0,"{'tmax': 72.0, 'tmin': 0.1, 'steps': 360000, 'updates': 100}"
27,259180,0,"{'tmax': 72.0, 'tmin': 0.1, 'steps': 350000, 'updates': 100}"
27,296930,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 360000, 'updates': 100}"
27,259885,0,"{'tmax': 50.0, 'tmin': 0.073, 'steps': 360000, 'updates': 100}"
27,267400,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 360000, 'updates': 100}"
27,266952,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 350000, 'updates': 100}"
27,275975,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 360000, 'updates': 100}"
27,267409,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 360000, 'updates': 100}"
27,296942,0,"{'tmax': 48.0, 'tmin': 0.15, 'steps': 360000, 'updates': 100}"
27,253635,0,"{'tmax': 75.0, 'tmin': 0.073, 'steps': 350000, 'updates': 100}"
27,240837,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 350000, 'updates': 100}"
27,277607,0,"{'tmax': 48.0, 'tmin': 0.15, 'steps': 350000, 'updates': 100}"
27,269819,0,"{'tmax': 75.0, 'tmin': 0.073, 'steps': 350000, 'updates': 100}"
27,279473,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 360000, 'updates': 100}"
27,270621,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 360000, 'updates': 100}"
27,254826,0,"{'tmax': 75.0, 'tmin': 0.11, 'steps': 350000, 'updates': 100}"
27,258949,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 350000, 'updates': 100}"
27,277411,0,"{'tmax': 50.0, 'tmin': 0.17, 'steps': 360000, 'updates': 100}"
27,208512,0,"{'tmax': 48.0, 'tmin': 0.067, 'steps': 350000, 'updates': 100}"
27,272565,0,"{'tmax': 48.0, 'tmin': 0.1, 'steps': 350000, 'updates': 100}"
28,222710,0,"{'tmax': 50.0, 'tmin': 0.073, 'steps': 330000, 'updates': 100}"
28,280758,0,"{'tmax': 52.0, 'tmin': 0.17, 'steps': 340000, 'updates': 100}"
28,266987,0,"{'tmax': 75.0, 'tmin': 0.11, 'steps': 340000, 'updates': 100}"
28,246572,0,"{'tmax': 52.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,251506,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,258620,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,261862,0,"{'tmax': 75.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,257794,0,"{'tmax': 78.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,256811,0,"{'tmax': 52, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,264050,0,"{'tmax': 52.0, 'tmin': 0.17, 'steps': 330000, 'updates': 100}"
28,254801,0,"{'tmax': 52.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,263893,0,"{'tmax': 52.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,266060,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 340000, 'updates': 100}"
28,275964,0,"{'tmax': 50.0, 'tmin': 0.17, 'steps': 330000, 'updates': 100}"
28,269089,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,273435,0,"{'tmax': 50.0, 'tmin': 0.17, 'steps': 330000, 'updates': 100}"
28,242119,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,238438,0,"{'tmax': 50.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
28,263459,0,"{'tmax': 50.0, 'tmin': 0.17, 'steps': 330000, 'updates': 100}"
28,257952,0,"{'tmax': 51.0, 'tmin': 0.11, 'steps': 330000, 'updates': 100}"
29,266796,0,"{'tmax': 52.0, 'tmin': 0.17, 'steps': 310000, 'updates': 100}"
29,235434,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 310000, 'updates': 100}"
29,229958,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 310000, 'updates': 100}"
29,247006,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 310000, 'updates': 100}"
29,230373,0,"{'tmax': 35.0, 'tmin': 0.11, 'steps': 310000, 'updates': 100}"
29,261092,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 320000, 'updates': 100}"
29,202565,0,"{'tmax': 52.0, 'tmin': 0.073, 'steps': 310000, 'updates': 100}"
29,238771,0,"{'tmax': 81.0, 'tmin': 0.087, 'steps': 310000, 'updates': 100}"
29,240862,0,"{'tmax': 52.0, 'tmin': 0.11, 'steps': 310000, 'updates': 100}"
29,242463,0,"{'tmax': 52.0, 'tmin': 0.11, 'steps': 310000, 'updates': 100}"
29,245740,0,"{'tmax': 52.0, 'tmin': 0.11, 'steps': 310000, 'updates': 100}"
29,236025,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 310000, 'updates': 100}"
29,219017,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 310000, 'updates': 100}"
29,235561,0,"{'tmax': 52.0, 'tmin': 0.073, 'steps': 310000, 'updates': 100}"
29,241469,0,"{'tmax': 78.0, 'tmin': 0.073, 'steps': 310000, 'updates': 100}"
29,242018,0,"{'tmax': 52.0, 'tmin': 0.11, 'steps': 310000, 'updates': 100}"
29,249001,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 310000, 'updates': 100}"
29,222521,0,"{'tmax': 52.0, 'tmin': 0.073, 'steps': 310000, 'updates': 100}"
29,212746,0,"{'tmax': 52.0, 'tmin': 0.11, 'steps': 310000, 'updates': 100}"
29,273239,0,"{'tmax': 78.0, 'tmin': 0.17, 'steps': 310000, 'updates': 100}"
30,225092,0,"{'tmax': 56.0, 'tmin': 0.087, 'steps': 290000, 'updates': 100}"
30,250694,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,234350,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,240016,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,217610,0,"{'tmax': 36.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,200152,0,"{'tmax': 37.0, 'tmin': 0.087, 'steps': 290000, 'updates': 100}"
30,228809,0,"{'tmax': 37.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,237033,0,"{'tmax': 56.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,222485,0,"{'tmax': 56.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,229500,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,231693,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,253460,0,"{'tmax': 81.0, 'tmin': 0.2, 'steps': 290000, 'updates': 100}"
30,221747,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 290000, 'updates': 100}"
30,220083,0,"{'tmax': 56.0, 'tmin': 0.087, 'steps': 300000, 'updates': 100}"
30,233760,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,228659,0,"{'tmax': 56.0, 'tmin': 0.087, 'steps': 290000, 'updates': 100}"
30,236715,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,243277,0,"{'tmax': 56.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
30,217754,0,"{'tmax': 54.0, 'tmin': 0.087, 'steps': 290000, 'updates': 100}"
30,243087,0,"{'tmax': 54.0, 'tmin': 0.13, 'steps': 290000, 'updates': 100}"
